time,p_u,t_u,rh_u,rh_u_wrt_ice_or_water,qh_u,wspd_u,wdir_u,wspd_x_u,wspd_y_u,dsr,dsr_cor,usr,usr_cor,albedo,dlr,ulr,cc,t_surf,dlhf_u,dshf_u,z_boom_u,z_boom_cor_u,z_stake,z_stake_cor,z_pt,z_surf_combined,z_ice_surf,snow_height,t_i_1,t_i_2,t_i_3,t_i_4,t_i_5,t_i_6,t_i_7,t_i_8,d_t_i_1,d_t_i_2,d_t_i_3,d_t_i_4,d_t_i_5,d_t_i_6,d_t_i_7,d_t_i_8,t_i_10m,tilt_x,tilt_y,gps_lat,gps_lon,gps_alt,lat,lon,alt,batt_v,t_rad,t_i,rh_i_wrt_ice_or_water,wdir_i,wspd_y_i
2012-04-01,909.9222,-23.9659,65.2574,81.4536,0.4141,4.1414,281.2839,-3.8096,0.7601,199.7567,194.6877,160.6098,160.6098,,164.4535,210.221,0.4032,-26.0756,0.247,31.0518,1.5723,1.5016,0.7106,0.6787,14.9361,0.2265,-0.4155,0.642,-20.4803,-19.6905,-17.1929,-18.4109,-17.8922,-17.483,-16.8271,-15.6304,1.1972,2.1972,3.1972,4.1972,5.1972,6.1972,7.1972,10.1972,-15.709,-0.7178,-2.2312,79.834193,-25.168367,865.84,79.834192,-25.168404,866.97,14.35,-22.5794,-23.9541,83.6272,275.8024,0.7622
2012-05-01,912.4298,-12.8607,70.8194,77.9676,1.2183,4.7387,293.7288,-3.8658,1.6993,330.2488,328.833,269.6358,269.6358,0.807,191.9144,253.5224,0.2701,-14.2956,-6.217,25.5501,1.4551,1.4203,0.7064,0.6894,15.082,0.2622,-0.4155,0.6777,-19.4696,-19.2784,-17.1613,-18.5037,-18.094,-17.7537,-17.1174,-15.8607,1.2329,2.2329,3.2329,4.2329,5.2329,6.2329,7.2329,10.2329,-15.9583,-0.6431,-2.1414,79.834193,-25.168325,867.38,79.834198,-25.168359,866.97,14.6,-10.3988,-12.8766,78.448,281.6376,1.6996
2012-06-01,914.5361,-0.2717,79.3512,79.9367,3.2711,4.1847,290.3469,-3.207,1.1893,357.6436,357.0609,271.0416,271.0416,0.7557,258.5944,309.5517,0.4087,-1.1601,-20.3387,15.0822,1.6515,1.6508,0.8279,0.8275,15.4606,0.0531,-0.4155,0.4686,-13.5663,-16.5142,-15.861,-17.9802,-17.9559,-17.8296,-17.2825,-16.0706,1.0238,2.0238,3.0238,4.0238,5.0238,6.0238,7.0238,10.0238,-16.0814,-0.589,-2.0452,79.834206,-25.168312,868.24,79.834205,-25.168313,866.96,14.42,2.3042,-0.2717,80.404,277.178,1.1793
2012-07-01,910.5541,1.1649,82.7546,82.9176,3.7872,3.9611,287.8733,-3.1087,1.0025,308.641,308.1961,202.222,202.222,0.6565,267.8022,314.6838,0.4363,-0.3567,-7.8015,19.3732,2.1602,2.1651,1.1055,1.108,14.3135,-0.2828,-0.4269,0.1441,-3.48,-9.047,-11.3397,-15.0949,-16.3639,-17.0385,-17.0147,-16.4001,0.6879,1.6879,2.6879,3.6879,4.6879,5.6879,6.6879,9.6879,-16.3576,-0.4629,-1.316,79.834235,-25.168289,867.78,79.834288,-25.168289,866.29,14.03,3.2806,1.1624,83.3386,276.5627,1.028
2012-08-01,909.9208,-0.6381,83.2046,84.0006,3.3937,5.123,302.6746,-3.8316,2.4575,169.6711,170.3193,117.3804,117.3804,0.6674,269.7586,308.0251,0.5455,-1.7962,-13.1681,15.741,2.5856,2.5825,1.3439,1.3423,10.5125,-0.65,-0.6654,0.0155,-1.5036,-5.0343,-8.7509,-11.7017,-13.716,-15.2204,-16.1011,-16.984,0.3208,1.3207,2.3207,3.3207,4.3208,5.3208,6.3208,9.3207,-17.1851,-0.1267,1.4947,79.834304,-25.168244,867.71,79.8343,-25.168244,866.24,13.73,0.2952,-0.6284,84.3028,296.7116,2.4924
2012-09-01,903.6851,-9.2306,85.381,92.0722,1.8821,5.3793,306.6592,-3.7771,2.8111,58.1571,60.0423,49.879,49.879,,242.2771,270.5879,0.6481,-10.263,-1.6892,14.5217,2.4949,2.4523,1.2434,1.2223,10.395,-0.51,-0.6886,0.1787,-7.2813,-7.2717,-8.5211,-10.2999,-11.8615,-13.5637,-14.7497,-16.5726,0.4608,1.4608,2.4608,3.4608,4.4608,5.4608,6.4608,9.4608,-16.8953,-0.1992,1.4747,79.834307,-25.168194,866.38,79.834306,-25.168198,866.25,13.36,-8.8516,-9.2282,90.3759,297.4621,2.8235
2012-10-01,909.9581,-19.2125,73.1517,86.9868,0.7073,5.8292,287.3513,-4.815,1.5045,4.6405,5.3933,4.4429,4.4429,,196.0493,229.7433,0.5684,-20.6644,-0.3971,24.7138,2.4685,2.3798,1.1752,1.1331,10.3512,-0.429,-0.6886,0.2596,-13.2408,-11.3664,-10.7255,-11.0965,-11.5642,-12.8733,-13.8668,-16.0062,0.5417,1.5417,2.5417,3.5417,4.5417,5.5417,6.5417,9.5417,-16.3331,-0.2641,1.4916,79.834313,-25.168155,865.18,79.834313,-25.168153,866.25,12.78,-19.1702,-19.1957,87.6062,280.2672,1.5
2012-11-01,904.9431,-25.5948,69.483,86.8831,0.4011,6.1689,283.5948,-5.0722,1.2266,0.0,0.0,0.0018,0.0018,,158.8104,202.5358,0.4225,-28.4268,-0.4273,36.6866,2.4741,2.3547,1.1384,1.0833,9.9958,-0.3916,-0.6886,0.297,-19.3679,-16.1535,-13.9863,-13.0788,-12.4788,-13.1167,-13.6685,-15.5376,0.5791,1.5791,2.5791,3.5791,4.5791,5.5791,6.5791,9.5791,-15.8019,-0.2649,1.5035,79.834332,-25.168077,868.0,79.834319,-25.168107,866.26,12.47,-25.554,-25.5996,83.4628,274.5531,1.2314
2012-12-01,907.6707,-26.7479,68.4925,87.018,0.3504,5.8673,294.6983,-4.2922,1.974,,,,,,,,,,,,2.3705,2.2511,1.0335,0.9815,10.039,-0.2878,-0.6886,0.4008,-19.6506,-17.9146,-16.2869,-15.181,-13.9842,-14.0367,-14.0654,-15.3087,0.6829,1.6829,2.6829,3.6829,4.6829,5.6829,6.6829,9.6829,-15.4368,-0.271,1.5107,79.834317,-25.168083,862.39,79.834326,-25.168061,866.26,12.37,-26.7268,-26.7384,86.7216,279.5112,1.9674
2013-01-01,900.6484,-25.2477,74.4425,91.7838,0.4724,4.5997,296.8174,-3.1086,1.5715,,,,,,,,,,,,2.3397,2.2283,0.9232,0.8793,10.0172,-0.2275,-0.6886,0.4611,-20.1636,-18.6843,-17.248,-16.2673,-15.0071,-14.9036,-14.6634,-15.332,0.7432,1.7432,2.7432,3.7432,4.7432,5.7432,6.7432,9.7432,-15.3893,-0.3003,1.5711,79.834333,-25.168021,864.04,79.834332,-25.168015,866.26,12.26,-25.2054,-25.2427,90.1329,278.4891,1.5752
2013-02-01,905.1108,-32.3076,58.6407,77.1816,0.1957,4.978,271.164,-4.2039,0.0854,,,,,,146.0345,184.07,,-34.3511,,,2.353,2.2089,0.9428,0.8851,10.0606,-0.2194,-0.6886,0.4692,-22.3897,-20.0907,-18.281,-17.1308,-15.7493,-15.5481,-15.1851,-15.4804,0.7513,1.7513,2.7513,3.7513,4.7513,5.7513,6.7513,9.7513,-15.505,-0.2593,1.5618,79.83435,-25.168025,869.4,79.834339,-25.167971,866.27,12.18,-32.2712,-32.3145,78.2279,263.4527,0.048
2013-03-01,921.3788,-27.4368,63.4664,80.2004,0.3132,5.7787,287.3786,-4.566,1.429,43.054,46.35,34.4958,34.4958,,162.8248,199.9476,0.5007,-29.3133,-0.9462,31.7226,2.3087,2.1892,0.9352,0.8868,10.2373,-0.2105,-0.6886,0.4781,-23.8225,-21.8615,-19.8676,-18.3926,-16.7352,-16.2897,-15.7567,-15.7027,0.7602,1.7602,2.7602,3.7602,4.7602,5.7602,6.7602,9.7602,-15.6987,-0.2641,1.556,79.83434,-25.167936,868.1,79.834345,-25.167926,866.27,12.81,-27.2081,-27.4584,80.3787,278.522,1.4115
2013-04-01,908.2798,-23.4524,62.7546,77.1637,0.4324,5.6028,293.409,-4.5726,1.9796,176.9562,178.9112,148.0593,148.0594,,161.1237,213.5563,0.3469,-25.1084,-2.938,28.5079,2.274,2.1739,0.8832,0.8443,10.1231,-0.1814,-0.6886,0.5072,-22.731,-21.6416,-20.3101,-19.1775,-17.6119,-17.0875,-16.4359,-15.9985,0.7893,1.7893,2.7893,3.7893,4.7893,5.7893,6.7893,9.7893,-15.968,-0.2781,1.5341,79.83435,-25.167881,865.91,79.834351,-25.167881,866.28,14.32,-22.5243,-23.4467,77.0142,285.13,1.9871
2013-05-01,911.2437,-14.5084,69.0365,78.3362,0.9896,3.9005,278.8816,-2.4857,0.3884,316.7776,316.7591,262.9947,262.9947,0.832,200.7169,251.4232,0.4334,-14.8358,-8.9618,4.6787,2.2078,2.148,0.8362,0.8136,10.1656,-0.1531,-0.6886,0.5355,-19.8753,-20.2874,-19.8471,-19.2398,-17.9623,-17.5721,-16.9635,-16.3399,0.8176,1.8176,2.8176,3.8176,4.8176,5.8176,6.8176,9.8176,-16.3021,-0.2675,1.4943,79.834356,-25.167842,867.46,79.834358,-25.167835,866.28,14.55,-12.0131,-14.5106,78.2175,267.4708,0.3793
2013-06-01,905.1738,-2.4494,72.9245,74.3625,2.6355,4.3285,284.1636,-3.4498,0.8706,392.6512,391.9379,306.7218,306.7218,0.7843,234.6985,300.5945,0.2607,-3.1564,-25.7712,10.2395,2.1031,2.0936,0.8737,0.8699,10.1053,-0.1894,-0.6886,0.4992,-13.456,-16.6221,-17.798,-18.2327,-17.5862,-17.5857,-17.1932,-16.646,0.7813,1.7813,2.7813,3.7813,4.7813,5.7813,6.7813,9.7813,-16.6075,-0.2069,1.4185,79.834366,-25.167795,867.97,79.834365,-25.167789,866.28,14.35,0.2231,-2.4506,74.7098,271.7923,0.8777
2013-07-01,908.2124,0.0581,78.4333,78.7971,3.3236,4.6834,295.5671,-3.5047,1.6767,317.809,317.7058,227.9524,227.9524,0.7272,259.6518,312.767,0.4062,-0.7463,-24.1091,11.736,2.3366,2.3368,1.1099,1.11,10.1277,-0.4297,-0.6886,0.2589,-3.109,-8.9486,-12.8341,-15.3211,-15.9492,-16.7826,-16.8884,-16.8267,0.541,1.541,2.541,3.541,4.541,5.541,6.541,9.541,-16.8221,-0.1755,1.4542,79.834375,-25.167725,868.16,79.834371,-25.167744,866.29,14.11,2.0233,0.059,78.7729,280.1118,1.6753
2013-08-01,904.1637,-4.5958,78.4928,81.3098,2.4397,4.8957,295.3759,-3.3955,1.6106,193.7297,195.9327,148.6442,148.6442,,249.0867,291.9796,0.5137,-5.1367,-18.4242,8.3101,2.3604,2.3404,1.1909,1.1809,10.0277,-0.5019,-0.6886,0.1867,-3.9397,-6.1492,-8.9041,-11.7672,-13.2201,-14.9434,-15.7723,-16.7528,0.4688,1.4688,2.4688,3.4688,4.4688,5.4688,6.4688,9.4688,-16.9191,0.1737,2.9133,79.834379,-25.167676,867.59,79.834378,-25.167697,866.29,13.97,-3.4683,-4.5973,80.5642,283.7077,1.6342
2013-09-01,907.9342,-10.2832,82.7225,89.43,1.7145,5.0757,,,,60.0967,62.5158,55.0438,55.0533,,251.3462,269.4476,0.7754,-10.6313,,,2.157,2.1159,0.9384,0.9206,10.0616,-0.2368,-0.6886,0.4519,-8.3076,-8.6816,-9.4753,-10.9842,-11.8365,-13.4508,-14.5029,-16.3626,0.734,1.734,2.734,3.734,4.734,5.734,6.734,9.734,-16.5237,0.2312,3.1106,79.834385,-25.167625,866.91,79.834384,-25.167651,866.3,13.27,-9.8799,-10.2542,88.3646,,
2013-10-01,907.5541,-21.8057,72.3286,86.3681,0.6112,5.0843,290.9278,-4.2717,1.6336,,,,,,,,,,,,1.9943,1.9124,0.6833,0.655,10.0432,-0.0019,-0.6886,0.6868,-11.1365,-10.6456,-10.6135,-11.3834,-11.659,-12.8857,-13.7757,-15.8583,0.9689,1.9689,2.9689,3.9689,4.9689,5.9689,6.9689,9.9689,-15.8799,0.2148,3.1829,79.834394,-25.167571,865.99,79.834391,-25.167606,866.3,12.71,-21.7795,-21.778,84.5325,283.1104,1.6361
2013-11-01,895.4612,-27.8979,67.2911,86.2179,0.3194,7.516,300.701,-5.8105,3.4502,0.0009,0.0009,0.0034,0.0034,,163.4933,200.8831,0.5255,-29.0132,-1.7644,23.1293,1.9932,1.8884,0.7101,0.673,9.9042,0.0018,-0.6886,0.6904,-15.1478,-13.5221,-12.4544,-12.3949,-12.0726,-12.8726,-13.5173,-15.4481,0.9725,1.9725,2.9725,3.9725,4.9725,5.9725,6.9725,9.9725,-15.4665,0.2157,3.2255,79.834404,-25.167592,865.99,79.834397,-25.16756,866.31,12.48,-27.8449,-27.898,84.1584,290.0269,3.4223
2013-12-01,897.8339,-27.2969,72.2797,89.2204,0.4119,4.7255,283.6493,-3.647,0.8856,,,,,,,,,,,,1.9036,1.8051,0.6426,0.6089,9.9312,0.0798,-0.6886,0.7685,-17.4047,-15.8379,-14.4163,-13.8338,-12.9927,-13.3441,-13.6665,-15.1999,1.0506,2.0506,3.0506,4.0506,5.0506,6.0506,7.0506,10.0506,-15.1757,0.2081,3.1874,79.834399,-25.167511,865.07,79.834404,-25.167514,866.31,12.3,-27.2647,-27.2947,85.7307,266.3004,0.8816
2014-01-01,903.3755,-26.4765,63.436,79.5124,0.3494,4.6235,255.7103,-4.0996,-1.0442,,,,,,,,,,,,1.8716,1.7783,0.6044,0.5743,9.9903,0.1062,-0.6886,0.7949,-18.1313,-16.8581,-15.6063,-14.9812,-13.9422,-14.0249,-14.0899,-15.1294,1.077,2.077,3.077,4.077,5.077,6.077,7.077,10.077,-15.1024,0.1878,3.1857,79.834415,-25.167485,864.73,79.83441,-25.167468,866.31,12.14,-26.473,-26.4894,79.9708,252.6337,-1.0498
2014-02-01,901.3841,-26.0175,68.8927,86.6041,0.3896,2.7231,279.1484,-2.2214,0.3577,,,,,,,,,,,,1.8612,1.77,0.6016,0.5722,9.9736,0.1112,-0.6886,0.7999,-18.948,-17.7428,-16.5039,-15.8051,-14.6695,-14.618,-14.5399,-15.1937,1.082,2.082,3.082,4.082,5.082,6.082,7.082,10.082,-15.1764,0.166,3.1788,79.834414,-25.167471,868.32,79.834417,-25.167424,866.32,12.02,-25.9522,-26.0378,84.9591,273.8177,0.3409
2014-03-01,899.7115,-27.5241,68.2066,85.6048,0.3553,5.421,294.0416,-4.1067,1.832,46.7104,53.5961,37.7361,37.7361,,172.7956,202.9688,0.6043,-28.5411,-1.4952,18.0854,1.7341,1.6439,0.4846,0.4593,9.9589,0.2308,-0.6886,0.9194,-19.5354,-18.3887,-17.1839,-16.4673,-15.2861,-15.1542,-14.9882,-15.3347,1.2015,2.2015,3.2015,4.2015,5.2015,6.2015,7.2015,10.2015,-15.3122,0.1937,3.1804,79.834418,-25.167372,867.23,79.834423,-25.167379,866.32,11.96,-27.2735,-27.5293,83.1163,283.8553,1.804
2014-04-01,905.3215,-24.2096,58.3091,71.5888,0.3903,4.9625,293.487,-4.271,1.8559,173.3658,178.9361,148.5877,148.5877,,158.2958,212.4638,0.3408,-25.4634,-4.5127,22.7107,1.62,1.5462,0.3793,0.3621,10.026,0.3285,-0.6886,1.0171,-19.8785,-18.9079,-17.7788,-17.054,-15.8624,-15.6548,-15.4292,-15.5288,1.2992,2.2992,3.2992,4.2992,5.2992,6.2992,7.2992,10.2992,-15.5188,0.1821,3.1397,79.834428,-25.167308,864.95,79.83443,-25.167334,866.33,13.27,-23.1574,-24.1995,73.1089,286.9024,1.8482
2014-05-01,910.5402,-13.0806,65.1581,72.8028,1.0559,4.6939,295.3324,-3.714,1.7582,324.6545,325.984,267.3391,267.3391,0.8278,193.7314,256.1134,0.3031,-13.5539,-14.9295,9.6007,1.6043,1.5653,0.3895,0.3801,10.0882,0.31,-0.6886,0.9986,-18.6833,-18.572,-17.9202,-17.4091,-16.3328,-16.092,-15.8398,-15.753,1.2807,2.2807,3.2807,4.2807,5.2807,6.2807,7.2807,10.2807,-15.761,0.1399,3.0722,79.834436,-25.167272,867.03,79.834436,-25.167288,866.33,14.54,-10.8673,-13.0852,73.5891,282.9835,1.7321
2014-06-01,912.2035,-2.6344,74.0657,75.7416,2.6397,3.6119,286.1026,-2.6502,0.7651,374.3411,373.9782,293.5885,293.5885,0.795,246.5297,302.1692,0.3961,-3.0209,-24.4748,6.5223,1.6556,1.6478,0.4777,0.4758,10.1062,0.2049,-0.6886,0.8935,-14.837,-16.5306,-16.9392,-17.0608,-16.3591,-16.2834,-16.1159,-15.9736,1.1756,2.1756,3.1756,4.1756,5.1756,6.1756,7.1756,10.1756,-15.9824,0.168,3.0111,79.834446,-25.167221,867.27,79.834443,-25.167242,866.33,14.42,0.4507,-2.6499,76.1764,263.1881,0.7718
2014-07-01,910.7289,0.4388,79.5457,79.8372,3.4552,3.973,277.4572,-2.5676,0.3361,300.9452,301.1576,210.1424,210.1424,0.7047,271.8249,314.9239,0.507,-0.4696,-19.5627,11.9154,2.0995,2.1012,0.9076,0.9085,10.0507,-0.2279,-0.6886,0.4607,-3.4583,-9.2097,-12.6483,-14.772,-15.2311,-15.8237,-16.0137,-16.134,0.7428,1.7428,2.7428,3.7428,4.7428,5.7428,6.7428,9.7428,-16.152,0.4125,2.7564,79.834462,-25.167174,867.77,79.834449,-25.167196,866.34,14.11,2.5341,0.4356,80.1921,260.9053,0.3282
2014-08-01,911.6683,-2.0959,78.5015,79.8951,2.8967,4.5466,293.2262,-3.3424,1.4344,190.3103,191.0144,136.7212,136.7212,0.6843,252.8237,302.0708,0.4373,-2.9566,-18.6061,12.548,2.2445,2.2362,1.1009,1.0969,10.1068,-0.4164,-0.6886,0.2722,-1.7015,-5.1546,-8.3013,-11.2141,-12.6627,-14.1926,-15.0818,-16.0969,0.5543,1.5543,2.5543,3.5543,4.5543,5.5543,6.5543,9.5543,-16.244,0.3952,1.4113,79.834468,-25.167129,865.36,79.834456,-25.16715,866.34,13.85,-0.9583,-2.0904,80.1644,264.5989,1.4275
2014-09-01,902.223,-13.9465,72.364,81.7654,1.0932,5.6667,292.0802,-4.3766,1.7754,68.5906,70.6983,59.8598,59.8598,,215.6263,251.3146,0.5677,-14.9742,-7.1656,18.2334,2.179,2.1225,1.0358,1.0089,9.4406,-0.357,-0.6886,0.3317,-7.0754,-7.0693,-7.9497,-9.7569,-10.9184,-12.5723,-13.8019,-15.739,0.6138,1.6138,2.6138,3.6138,4.6138,5.6138,6.6138,9.6138,-15.9882,0.2674,1.2314,79.834468,-25.167088,863.66,79.834462,-25.167104,866.35,13.51,-13.5165,-13.9447,81.4834,280.3164,1.7866
2014-10-01,910.2293,-18.2643,74.4438,86.7463,0.8136,5.8675,311.2472,-3.6307,3.1837,,,,,,226.9759,243.307,0.7826,-17.2153,-4.7674,10.9668,2.1003,2.0287,0.8728,0.8431,9.8564,-0.2295,-0.6886,0.4591,-11.4803,-10.4712,-9.9328,-10.4456,-10.7481,-11.9025,-12.9737,-15.2265,0.7412,1.7412,2.7412,3.7412,4.7412,5.7412,6.7412,9.7412,-15.4209,0.2802,1.2832,79.834472,-25.167041,862.45,79.834469,-25.167058,866.35,12.71,-18.1626,-18.2575,85.9524,293.5678,3.2663
2014-11-01,902.1699,-24.9803,66.3397,80.5127,0.453,4.8168,276.931,-3.6257,0.4407,0.0,0.0,0.0028,0.0028,,185.6666,211.6471,0.6587,-26.0477,-2.2256,18.1065,2.0841,1.9858,0.766,0.7297,9.7275,-0.1494,-0.6886,0.5393,-15.1428,-13.1989,-11.8772,-11.6637,-11.3442,-12.0028,-12.7546,-14.7912,0.8214,1.8214,2.8214,3.8214,4.8214,5.8214,6.8214,9.8214,-14.9129,0.2904,1.2981,79.834477,-25.167051,861.06,79.834475,-25.167013,866.36,12.48,-24.9821,-24.9745,79.9099,266.1239,0.4592
2014-12-01,900.1192,-28.5895,72.0101,87.8192,0.384,5.1129,302.1716,-3.3803,2.1263,,,,,,,,,,,,1.606,1.5193,0.4418,0.4182,10.4439,0.2349,-0.6886,0.9236,-15.1996,-14.359,-13.3384,-12.9337,-12.242,-12.5076,-12.9421,-14.542,1.2057,2.2057,3.2057,4.2057,5.2057,6.2057,7.2057,10.2057,-14.4319,0.3377,1.3085,79.83447,-25.167077,863.79,79.834482,-25.166967,866.36,12.32,-28.6114,-28.5775,82.2674,277.6549,2.1167
2015-01-01,899.1648,-26.1317,65.1816,81.8817,0.3662,5.078,292.556,-3.666,1.5227,0.0,0.0,0.0,0.0,,189.0167,207.1058,0.7335,-27.3696,-2.7147,16.4372,1.5458,1.4699,0.4005,0.3807,8.5534,0.2829,-0.6886,0.9716,-16.1863,-15.1742,-14.1061,-13.6648,-12.8956,-13.0193,-13.2856,-14.4674,1.2537,2.2537,3.2537,4.2537,5.2537,6.2537,7.2537,10.2537,-14.3686,0.3483,1.3269,79.834503,-25.167004,869.35,79.834489,-25.166921,866.36,12.14,-26.1034,-26.1363,79.1814,280.7553,1.5286
2015-02-01,892.2886,-31.7871,60.4363,80.9376,0.1949,6.6695,303.1833,-4.6346,3.0309,0.4191,0.5014,0.5418,0.5418,,152.3271,187.6594,0.5297,-33.0915,-1.6237,25.6028,1.4504,1.3632,0.4465,0.4198,7.7808,0.3218,-0.6886,1.0104,-16.8788,-15.882,-14.8212,-14.3176,-13.4638,-13.4701,-13.6216,-14.4933,1.2925,2.2925,3.2925,4.2925,5.2925,6.2925,7.2925,10.2925,-14.4083,0.405,1.3669,79.834473,-25.166959,870.3,79.834495,-25.166876,866.37,11.99,-31.7228,-31.792,78.8455,290.438,3.0202
2015-03-01,896.7331,-27.0674,65.7897,84.1803,0.3282,5.2724,298.6134,-3.8423,2.096,43.2709,45.8518,33.8,33.8,,176.7458,203.8844,0.6368,-28.1666,-1.8064,18.0813,1.3561,1.2871,0.396,0.3755,7.2346,0.3741,-0.6886,1.0627,-17.6648,-16.6539,-15.5504,-14.955,-14.0198,-13.9182,-13.9808,-14.5891,1.3448,2.3448,3.3448,4.3448,5.3448,6.3448,7.3448,10.3448,-14.5199,0.3576,1.3906,79.834493,-25.166945,863.9,79.834501,-25.166832,866.37,12.25,-26.7847,-27.0729,82.6114,287.2024,2.0804
2015-04-01,904.645,-22.6277,62.9136,76.1891,0.4843,5.3146,298.7616,-3.9707,2.1795,164.5288,166.1653,139.3365,139.3365,,179.0134,219.6105,0.5056,-23.5783,-5.8943,15.3179,1.2921,1.237,,,7.3174,0.4251,-0.6886,1.1138,-18.1348,-17.249,-16.1822,-15.5506,-14.5714,-14.3812,-14.3629,-14.7319,1.396,2.396,3.396,4.396,5.396,6.396,7.396,10.396,-14.6839,0.3445,1.4487,79.834493,-25.166907,865.05,79.834508,-25.166786,866.38,12.83,-21.6053,-22.6302,75.9197,286.6014,2.1937
2015-05-01,908.2652,-14.9702,62.7425,71.3835,0.8725,2.9276,272.196,-1.9675,0.0754,329.9868,330.2647,269.7979,269.7979,0.8219,188.6621,249.9071,0.326,-15.1344,-10.4326,2.2585,1.2994,1.2632,0.3605,0.3514,9.0778,0.4186,-0.6886,1.1073,-17.3263,-17.0594,-16.3804,-15.9248,-15.0105,-14.7977,-14.7361,-14.9088,1.3894,2.3894,3.3894,4.3894,5.3894,6.3894,7.3894,10.3894,-14.8859,0.3412,1.3988,79.834503,-25.166908,867.2,79.834514,-25.166741,866.38,13.75,-11.7444,-14.9703,72.5477,262.4503,0.0706
2015-06-01,911.7276,-2.3659,70.5411,72.0575,2.5201,4.4577,301.3386,-3.4201,2.0826,385.6297,385.5826,312.0499,312.0499,0.8148,239.6874,301.4437,0.3136,-2.9432,-35.6808,10.3797,1.3062,1.3006,0.4042,0.4028,12.1257,0.2389,-0.6886,0.9275,-15.0872,-15.9256,-15.9002,-15.8358,-15.1454,-15.0358,-15.0151,-15.0988,1.2092,2.2092,3.2092,4.2092,5.2092,6.2092,7.2092,10.2092,-15.0929,0.3338,1.3522,79.83452,-25.166865,867.39,79.834521,-25.166695,866.38,14.42,0.3077,-2.3617,72.5216,290.6066,2.1029
2015-07-01,919.4612,1.6647,76.8296,76.8831,3.6012,3.7195,287.5576,-3.2206,1.019,318.325,318.3193,210.4307,210.4307,0.6613,270.0333,317.9756,0.4347,-0.1376,-15.6331,20.8288,1.9081,1.9135,0.7396,0.7415,15.2315,-0.0611,-0.6886,0.6275,-4.4897,-9.9464,-12.7834,-14.3653,-14.5275,-14.866,-15.0586,-15.2532,0.9096,1.9096,2.9096,3.9096,4.9096,5.9096,6.9096,9.9096,-15.2651,0.1211,1.1912,79.834534,-25.16661,866.98,79.834527,-25.166649,866.39,14.11,3.6808,1.6664,77.1635,282.385,1.037
2015-08-01,912.9649,-3.0096,77.7507,79.5074,2.6922,3.5407,282.425,-2.6263,0.5786,189.857,189.8149,141.1355,141.1355,0.7145,261.1396,299.7385,0.5653,-3.5054,-17.1531,5.5719,2.1773,2.1653,1.0258,1.0201,10.1396,-0.3396,-0.6886,0.349,-1.6162,-5.081,-8.1191,-10.874,-12.2187,-13.5403,-14.379,-15.2765,0.6311,1.6311,2.6311,3.6311,4.6311,5.6311,6.6311,9.6311,-15.3868,-0.8147,1.1201,79.834545,-25.166571,864.43,79.834534,-25.166603,866.39,13.81,-1.5644,-3.0065,80.0326,262.8201,0.5578
2015-09-01,906.3086,-12.3663,69.7307,77.4292,1.1993,4.8248,290.727,-3.6017,1.3629,67.2411,69.3155,59.2992,59.2992,,218.0822,256.0822,0.5366,-13.7229,-9.2635,18.7006,2.1816,2.1315,1.0116,0.9885,9.7583,-0.3069,-0.6886,0.3817,-8.4888,-7.7554,-8.0853,-9.5558,-10.5756,-12.0402,-13.2321,-15.0156,0.6638,1.6638,2.6638,3.6638,4.6638,5.6638,6.6638,9.6638,-15.2152,-0.9348,1.2536,79.83455,-25.166505,862.87,79.834541,-25.166557,866.4,13.48,-11.9012,-12.3751,78.6393,275.3585,1.4021
2015-10-01,901.1999,-19.609,66.8051,78.4614,0.6731,5.5628,283.198,-4.6791,1.0973,5.3922,6.0227,5.3805,5.3805,,193.223,228.9226,0.5435,-21.017,-4.7592,24.6441,2.1939,2.1133,0.9851,0.9489,9.7399,-0.2789,-0.6886,0.4097,-14.9138,-12.1986,-10.7345,-10.7047,-10.7308,-11.6014,-12.5633,-14.5871,0.6918,1.6918,2.6918,3.6918,4.6918,5.6918,6.6918,9.6918,-14.7951,-0.9481,1.2946,79.834555,-25.166461,862.09,79.834547,-25.166511,866.4,12.76,-19.5668,-19.5938,77.7176,275.1883,1.0747
2015-11-01,898.5284,-24.57,62.8928,77.4702,0.4097,5.9873,298.0513,-4.8477,2.5831,0.0,0.0,0.0015,0.0015,,177.1418,210.9246,0.5448,-26.1006,-3.4016,27.5037,2.0659,1.9701,0.8549,0.815,9.7217,-0.1405,-0.6886,0.5481,-18.8132,-16.2305,-13.9231,-12.7889,-11.8965,-12.068,-12.5853,-14.2514,0.8302,1.8302,2.8302,3.8302,4.8302,5.8302,6.8302,9.8302,-14.349,-0.9589,1.3169,79.834552,-25.166384,860.85,79.834554,-25.166466,866.41,12.51,-24.5089,-24.5674,75.4157,293.1325,2.5736
2015-12-01,896.7323,-28.3546,63.4897,80.6519,0.3044,6.2258,302.8985,-4.2029,2.7188,0.0,0.0,0.0,0.0,,176.4952,200.9589,0.6798,-29.1799,-3.0783,14.2866,2.0139,1.9059,0.8319,0.7873,9.6916,-0.0941,-0.6886,0.5945,-18.3278,-16.598,-15.0128,-14.1042,-13.0642,-12.9055,-13.0666,-14.1265,0.8766,1.8766,2.8766,3.8766,4.8766,5.8766,6.8766,9.8766,-14.1711,-0.967,1.304,79.834579,-25.16634,862.52,79.83456,-25.16642,866.41,12.35,-28.3213,-28.3568,77.6955,290.3499,2.7278
